post.date	post.location	post.dept	post.trans	post.views	post.url	city	region	bribe.paid
943	October 12 2015	Bangalore, Karnataka	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	22 	<pointer: 0x0000000070401c60>	Bangalore	Karnataka	600
944	October 12 2015	Bangalore, Karnataka	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	23 	<pointer: 0x0000000070527460>	Bangalore	Karnataka	500
945	October 12 2015	Bangalore, Karnataka	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	25 	<pointer: 0x0000000070673170>	Bangalore	Karnataka	500
946	October 12 2015	Tirwaganj, Uttar Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	22 	<pointer: 0x000000007079aa60>	Tirwaganj	Pradesh	20000
947	October 12 2015	Bangalore, Karnataka	Transport	Duplicate Registration Certificate	23 	<pointer: 0x00000000708ef9e0>	Bangalore	Karnataka	800
948	October 12 2015	Hyderabad, Telangana	Passport	Police Verification for Passport	62 	<pointer: 0x0000000070a14af0>	Hyderabad	Telangana	2000
949	October 12 2015	Bangalore, Karnataka	Police	Filing FIR	23 	<pointer: 0x0000000070b84f70>	Bangalore	Karnataka	900
950	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Marriage Certificate	24 	<pointer: 0x0000000070cb7c70>	Bangalore	Karnataka	2500
951	October 12 2015	Abohar, Punjab	Transport	Duplicate Registration Certificate	80 	<pointer: 0x000000007127b160>	Abohar	Punjab	500
952	October 12 2015	Bangalore, Karnataka	Police	Filing FIR	16 	<pointer: 0x00000000713f1960>	Bangalore	Karnataka	600
953	October 12 2015	Tirupati, Andhra Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	36 	<pointer: 0x00000000715516f0>	Tirupati	Pradesh	2000
954	October 12 2015	Bangalore, Karnataka	Transport	Duplicate Registration Certificate	22 	<pointer: 0x00000000716a4660>	Bangalore	Karnataka	500
955	October 12 2015	Adari, Uttar Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	54 	<pointer: 0x00000000717e1af0>	Adari	Pradesh	600
956	October 12 2015	Abohar, Punjab	Police	Filing FIR	80 	<pointer: 0x00000000718f84f0>	Abohar	Punjab	467
957	October 12 2015	Amreli, Gujarat	Stamps and Registration	Registration of Property	25 	<pointer: 0x0000000071aca060>	Amreli	Gujarat	8500
958	October 12 2015	Bangalore, Karnataka	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	18 	<pointer: 0x0000000071c06670>	Bangalore	Karnataka	500
959	October 12 2015	Bangalore, Karnataka	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	17 	<pointer: 0x0000000071cf39f0>	Bangalore	Karnataka	700
960	October 12 2015	Anugul, Orissa	Police	Filing FIR	34 	<pointer: 0x0000000071ebb460>	Anugul	Orissa	400
961	October 12 2015	Bangalore, Karnataka	Transport	Duplicate Registration Certificate	17 	<pointer: 0x0000000071ff1670>	Bangalore	Karnataka	800
962	October 12 2015	Abohar, Punjab	Commercial Tax, Sales Tax, VAT	C Form	81 	<pointer: 0x000000007212a660>	Abohar	Punjab	546
963	October 12 2015	Adari, Uttar Pradesh	Transport	Duplicate Registration Certificate	52 	<pointer: 0x00000000722956f0>	Adari	Pradesh	30
964	October 12 2015	Tiruppur, Tamil Nadu	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	44 	<pointer: 0x00000000723d7970>	Tiruppur	Nadu	12000
965	October 12 2015	Bangalore, Karnataka	Railways	Transport of Goods	76 	<pointer: 0x0000000072570af0>	Bangalore	Karnataka	800
966	October 12 2015	Bangalore, Karnataka	Police	Filing FIR	14 	<pointer: 0x0000000072697d60>	Bangalore	Karnataka	2500
967	October 12 2015	Adari, Uttar Pradesh	Transport	Duplicate Registration Certificate	43 	<pointer: 0x00000000727c38e0>	Adari	Pradesh	354
968	October 12 2015	Bangalore, Karnataka	Transport	Duplicate Registration Certificate	15 	<pointer: 0x0000000072913be0>	Bangalore	Karnataka	900
969	October 12 2015	Tirupati, Andhra Pradesh	Stamps and Registration	Marriage Certificate	39 	<pointer: 0x0000000072ab72f0>	Tirupati	Pradesh	20000
970	October 12 2015	Bangalore, Karnataka	Commercial Tax, Sales Tax, VAT	C Form	20 	<pointer: 0x0000000072bd85e0>	Bangalore	Karnataka	600
971	October 12 2015	Adoni, Andhra Pradesh	Customs, Excise and Service Tax	Customs Check and Clearance	59 	<pointer: 0x0000000072cffd70>	Adoni	Pradesh	800
972	October 12 2015	Adityapur, Jharkhand	Passport	Police Verification for Passport	79 	<pointer: 0x0000000072e23fe0>	Adityapur	Jharkhand	650
973	October 12 2015	Adari, Uttar Pradesh	Police	Filing FIR	44 	<pointer: 0x0000000072fec7f0>	Adari	Pradesh	3546
974	October 12 2015	Adityapur, Jharkhand	Customs, Excise and Service Tax	Customs Check and Clearance	67 	<pointer: 0x00000000731286f0>	Adityapur	Jharkhand	50
975	October 12 2015	Adityapur, Jharkhand	Police	Filing FIR	69 	<pointer: 0x00000000732333e0>	Adityapur	Jharkhand	500
976	October 12 2015	Adityapur, Jharkhand	Commercial Tax, Sales Tax, VAT	C Form	79 	<pointer: 0x00000000733a8e70>	Adityapur	Jharkhand	434
977	October 12 2015	Adari, Uttar Pradesh	Police	Filing FIR	40 	<pointer: 0x000000007352b170>	Adari	Pradesh	350
978	October 12 2015	Arakkonam, Tamil Nadu	Commercial Tax, Sales Tax, VAT	C Form	28 	<pointer: 0x000000007367da70>	Arakkonam	Nadu	700
979	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Marriage Certificate	17 	<pointer: 0x00000000738176e0>	Bangalore	Karnataka	2500
980	October 12 2015	Tirupathur, Tamil Nadu	Stamps and Registration	Marriage Certificate	21 	<pointer: 0x0000000073941170>	Tirupathur	Nadu	3000
981	October 12 2015	Adari, Uttar Pradesh	Stamps and Registration	Marriage Certificate	26 	<pointer: 0x0000000073ad6670>	Adari	Pradesh	75
982	October 12 2015	Barpeta, Assam	Transport	Duplicate Registration Certificate	16 	<pointer: 0x0000000073c04870>	Barpeta	Assam	500
983	October 12 2015	Adari, Uttar Pradesh	Transport	Duplicate Registration Certificate	34 	<pointer: 0x0000000073d373f0>	Adari	Pradesh	4545
984	October 12 2015	Bangalore, Karnataka	Transport	Duplicate Registration Certificate	19 	<pointer: 0x0000000073e8f4f0>	Bangalore	Karnataka	900
985	October 12 2015	Adari, Uttar Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	33 	<pointer: 0x0000000073fb86f0>	Adari	Pradesh	30
986	October 12 2015	Tirunelveli, Tamil Nadu	Transport	New Domestic Driving License	29 	<pointer: 0x00000000740cfa60>	Tirunelveli	Nadu	20000
987	October 12 2015	Amethi, Uttar Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	28 	<pointer: 0x00000000742980e0>	Amethi	Pradesh	400
988	October 12 2015	Bangalore, Karnataka	Commercial Tax, Sales Tax, VAT	C Form	20 	<pointer: 0x00000000743fdce0>	Bangalore	Karnataka	500
989	October 12 2015	Adilabad, Telangana	Transport	Duplicate Registration Certificate	96 	<pointer: 0x00000000744e69e0>	Adilabad	Telangana	200
990	October 12 2015	New Delhi, Delhi	Municipal Services	Birth Certificate	42 	<pointer: 0x0000000074666f70>	New	Delhi	1000
991	October 12 2015	Tirukkoyilur, Tamil Nadu	Income Tax	New PAN Card	25 	<pointer: 0x00000000747e5f70>	Tirukkoyilur	Nadu	2000
992	October 12 2015	Adityapur, Jharkhand	Stamps and Registration	Marriage Certificate	62 	<pointer: 0x0000000074914460>	Adityapur	Jharkhand	200
993	October 12 2015	Bangalore, Karnataka	Police	Filing FIR	14 	<pointer: 0x0000000074a9de60>	Bangalore	Karnataka	800
994	October 12 2015	Amreli, Gujarat	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	26 	<pointer: 0x0000000074b8fd60>	Amreli	Gujarat	350
995	October 12 2015	Ambedkar Nagar, Uttar Pradesh	Commercial Tax, Sales Tax, VAT	C Form	19 	<pointer: 0x0000000074d46870>	Ambedkar	Pradesh	300
996	October 12 2015	Bangalore, Karnataka	Police	Police Verification for Passport	13 	<pointer: 0x0000000074e5b760>	Bangalore	Karnataka	500
997	October 12 2015	Bangalore, Karnataka	Railways	Transport of Goods	59 	<pointer: 0x0000000074f6a8e0>	Bangalore	Karnataka	900
998	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Marriage Certificate	16 	<pointer: 0x000000007513ee60>	Bangalore	Karnataka	500
999	October 12 2015	Abohar, Punjab	Customs, Excise and Service Tax	Customs Check and Clearance	74 	<pointer: 0x00000000752898f0>	Abohar	Punjab	500
